"Invalid default decimal value","Invalid default decimal value"
"Invalid EAV attribute.","Invalid EAV attribute."
"Invalid entity specified","Se ha especificado una entidad inválida"
"Invalid entity supplied.","Invalid entity supplied."
"Invalid entity supplied: %s","Se ha proporcionado una entidad inválida: %s"
"Invalid entity type","Tipo de entidad inválido"
"Invalid entity_id, skipping the record.","Invalid entity_id, skipping the record."
"Invalid entity_type specified: %s","El valor de entity_id especificado es inválido: %s"
"Invalid foreign key","La clave foránea es inválida"
"Invalid form type.","Invalid form type."
"Invalid joint fields","Invalid joint fields"
"Invalid store specified","La tienda especificada es inválida"
"Invalid type given. String expected","Invalid type given. String expected"
"Joined field with this alias is already declared","La unión de los campos con este alias ya se ha declarado"
"Joint field or attribute expression with this alias is already declared","Joint field or attribute expression with this alias is already declared"
"Letters","Letters"
"Letters (a-z, A-Z) or Numbers (0-9)","Letters (a-z, A-Z) or Numbers (0-9)"
"Loaded %d records","Se cargaron %d registros"
"Maximum length of attribute code must be less then %s symbols","Maximum length of attribute code must be less then %s symbols"
"Multiple Select","Multiple Select"
"No","No"
"No options found in config node %s","No options found in config node %s"
"None","None"
"Not shared with other products","Not shared with other products"
"Problem loading the collection, aborting. Error: %s","Problema al cargar la colección, cancelando. Error: %s"
"Problem saving the collection, aborting. Error: %s","Problema al guardar la colección, cancelando. Error: %s"
"Required","Required"
"Saved %d record(s).","Saved %d record(s)."
"Source model ""%s"" not found for attribute ""%s""","Source model ""%s"" not found for attribute ""%s"""
"System","System"
"Text Area","Text Area"
"Text Field","Text Field"
"The value of attribute ""%s"" must be unique","The value of attribute ""%s"" must be unique"
"The value of attribute ""%s"" must be unique.","The value of attribute ""%s"" must be unique."
"This attribute is used in configurable products","This attribute is used in configurable products"
"Unique Value","Unique Value"
"Unique Value (not shared with other products)","Unique Value (not shared with other products)"
"Unknown parameter","Parámetro desconocido"
"URL","URL"
"Values Required","Values Required"
"Wrong attribute group ID","El ID del grupo de atributos es erróneo"
"Wrong attribute set ID","El ID del conjunto de atributos es erróneo"
"Wrong entity ID","El ID de la entidad es erróneo"
"Wrong type definition for %s","Wrong type definition for %s"
"Yes","Sí"
"Yes/No","Yes/No"
